nombre,area,jerarquia,puntaje,cantidad_proyectos,desempenio,personas_equipo,horas_extra,asistencia_puntualidad,desempenio_futuro
Empleado 1375,logistica,junior,72,4,alto,16,7,94,1
Empleado 1376,deposito,junior,77,2,medio,9,12,71,1
Empleado 1377,ventas,trainee,98,5,medio,16,13,98,2
Empleado 1378,logistica,senior,40,1,bajo,13,16,93,2
Empleado 1379,ventas,senior,69,2,bajo,18,19,87,2
Empleado 1380,atencion al cliente,senior,51,4,bajo,23,2,51,0
Empleado 1381,deposito,trainee,75,5,medio,27,11,82,1
Empleado 1382,atencion al cliente,junior,32,5,bajo,3,7,52,0
Empleado 1383,atencion al cliente,trainee,59,4,alto,27,7,62,0
Empleado 1384,deposito,junior,40,4,alto,12,4,63,0
Empleado 1385,deposito,trainee,58,5,alto,4,1,84,0
Empleado 1386,ventas,junior,77,1,medio,10,9,98,1
Empleado 1387,deposito,trainee,78,2,medio,4,17,49,0
Empleado 1388,ventas,trainee,78,4,bajo,8,19,43,0
Empleado 1389,reposicion,junior,33,3,medio,27,17,78,0
Empleado 1390,logistica,senior,59,3,medio,28,5,55,0
Empleado 1391,reposicion,trainee,79,3,medio,30,17,82,0
Empleado 1392,deposito,trainee,86,2,medio,16,18,40,0
Empleado 1393,deposito,junior,56,1,medio,30,20,48,0
Empleado 1394,reposicion,trainee,52,2,bajo,20,1,59,0
Empleado 1395,caja,junior,87,2,alto,6,12,98,1
Empleado 1396,reposicion,trainee,46,3,alto,21,20,70,0
Empleado 1397,atencion al cliente,junior,38,1,medio,12,5,41,0
Empleado 1398,caja,trainee,99,2,medio,9,14,98,2
Empleado 1399,logistica,senior,62,4,alto,15,15,45,0
Empleado 1400,reposicion,senior,49,5,medio,9,6,59,0
Empleado 1401,deposito,junior,49,5,alto,26,10,73,0
Empleado 1402,deposito,trainee,42,1,medio,28,11,84,0
Empleado 1403,administracion,senior,77,1,medio,13,4,89,0
Empleado 1404,logistica,junior,41,3,bajo,5,16,40,0
Empleado 1405,caja,senior,91,2,bajo,30,1,99,2
Empleado 1406,caja,trainee,48,4,medio,30,17,100,0
Empleado 1407,atencion al cliente,junior,61,3,medio,30,16,88,1
Empleado 1408,reposicion,junior,55,1,medio,30,12,95,1
Empleado 1409,atencion al cliente,junior,62,1,bajo,16,6,48,1
Empleado 1410,administracion,trainee,84,3,bajo,20,13,75,0
Empleado 1411,deposito,trainee,57,4,medio,10,16,79,0
Empleado 1412,deposito,senior,53,1,alto,23,11,69,0
Empleado 1413,logistica,senior,98,5,bajo,10,10,72,2
Empleado 1414,deposito,junior,39,4,bajo,7,15,42,0
Empleado 1415,logistica,trainee,73,3,medio,5,8,45,0
Empleado 1416,administracion,junior,71,3,bajo,14,5,99,1
Empleado 1417,deposito,trainee,77,1,alto,25,3,73,0
Empleado 1418,caja,junior,83,2,medio,4,6,57,1
Empleado 1419,ventas,junior,38,3,medio,13,6,90,1
Empleado 1420,reposicion,trainee,36,2,medio,24,4,53,0
Empleado 1421,administracion,trainee,64,1,bajo,25,8,94,1
Empleado 1422,administracion,senior,83,2,medio,30,3,94,0
Empleado 1423,reposicion,trainee,89,1,medio,30,12,41,0
Empleado 1424,administracion,senior,86,2,medio,4,14,59,0
Empleado 1425,reposicion,junior,61,3,medio,27,13,95,1
Empleado 1426,caja,trainee,33,1,bajo,28,18,64,0
Empleado 1427,logistica,junior,72,5,medio,20,10,80,1
Empleado 1428,reposicion,senior,97,2,bajo,14,16,72,2
Empleado 1429,reposicion,junior,31,1,medio,26,7,47,0
Empleado 1430,caja,junior,90,5,medio,17,2,66,0
Empleado 1431,ventas,junior,36,4,alto,12,8,55,0
Empleado 1432,ventas,senior,59,5,medio,24,17,61,0
Empleado 1433,reposicion,junior,80,1,alto,11,13,98,1
Empleado 1434,logistica,senior,37,3,medio,28,6,97,2
Empleado 1435,atencion al cliente,senior,66,3,bajo,4,19,60,0
Empleado 1436,reposicion,junior,73,2,alto,28,1,67,0
Empleado 1437,reposicion,trainee,33,3,medio,2,20,95,0
Empleado 1438,caja,junior,93,2,medio,24,17,43,2
Empleado 1439,logistica,junior,35,4,alto,17,16,71,0
Empleado 1440,reposicion,trainee,34,5,bajo,24,0,66,0
Empleado 1441,atencion al cliente,junior,92,3,alto,22,10,59,0
Empleado 1442,atencion al cliente,trainee,96,4,medio,18,8,87,0
Empleado 1443,administracion,trainee,54,1,alto,6,16,84,0
Empleado 1444,caja,senior,60,3,bajo,12,0,61,0
Empleado 1445,reposicion,trainee,39,2,medio,7,13,65,0
Empleado 1446,deposito,junior,66,4,medio,28,12,53,1
Empleado 1447,atencion al cliente,senior,49,4,medio,22,11,68,0
Empleado 1448,ventas,senior,59,4,bajo,19,4,93,0
Empleado 1449,logistica,senior,34,5,alto,17,18,59,0
Empleado 1450,atencion al cliente,trainee,43,2,medio,20,0,64,0
Empleado 1451,atencion al cliente,trainee,36,3,medio,27,3,59,0
Empleado 1452,ventas,junior,41,1,medio,9,3,47,0
Empleado 1453,caja,senior,66,1,medio,7,14,85,1
Empleado 1454,administracion,senior,35,5,alto,11,4,47,0
Empleado 1455,reposicion,trainee,70,2,medio,29,19,51,0
Empleado 1456,administracion,trainee,69,4,medio,12,11,55,0
Empleado 1457,atencion al cliente,junior,64,4,medio,22,0,89,1
Empleado 1458,administracion,junior,50,5,medio,8,20,60,0
Empleado 1459,logistica,junior,40,1,alto,13,15,89,1
Empleado 1460,administracion,senior,36,1,bajo,29,5,90,0
Empleado 1461,administracion,senior,69,3,alto,30,9,45,0
Empleado 1462,administracion,trainee,41,3,medio,7,17,57,0
Empleado 1463,reposicion,senior,72,2,medio,7,20,58,0
Empleado 1464,logistica,junior,49,1,alto,2,18,74,0
Empleado 1465,reposicion,junior,99,5,medio,19,20,92,2
Empleado 1466,atencion al cliente,junior,50,3,alto,2,5,71,0
Empleado 1467,logistica,trainee,31,2,alto,2,3,87,0
Empleado 1468,reposicion,trainee,75,1,medio,24,2,90,0
Empleado 1469,deposito,trainee,93,3,medio,28,15,64,0
Empleado 1470,ventas,trainee,42,1,medio,22,3,49,0
Empleado 1471,logistica,junior,67,1,bajo,11,5,41,1
Empleado 1472,reposicion,trainee,48,4,alto,11,9,53,0
Empleado 1473,ventas,trainee,67,4,bajo,26,14,61,0
Empleado 1474,atencion al cliente,trainee,70,2,medio,20,10,58,0
Empleado 1475,administracion,junior,67,4,medio,17,13,72,1
Empleado 1476,ventas,trainee,83,3,medio,26,5,100,0
Empleado 1477,ventas,senior,42,2,alto,17,18,83,2
Empleado 1478,caja,junior,74,4,alto,22,17,45,0
Empleado 1479,administracion,junior,68,1,alto,3,10,77,1
Empleado 1480,ventas,senior,64,3,medio,22,18,76,2
Empleado 1481,reposicion,junior,95,1,alto,18,5,64,0
Empleado 1482,atencion al cliente,trainee,84,3,alto,18,7,77,0
Empleado 1483,administracion,trainee,44,3,bajo,8,8,85,0
Empleado 1484,deposito,trainee,61,4,alto,25,1,59,0
Empleado 1485,reposicion,junior,63,2,bajo,16,20,54,0
Empleado 1486,atencion al cliente,senior,84,1,medio,24,2,94,0
Empleado 1487,logistica,junior,75,3,medio,27,10,64,1
Empleado 1488,logistica,senior,41,1,alto,30,13,46,0
Empleado 1489,administracion,senior,56,2,alto,12,11,76,0
Empleado 1490,caja,trainee,49,2,alto,21,16,69,0
Empleado 1491,administracion,trainee,88,3,alto,23,5,81,0
Empleado 1492,deposito,junior,39,1,medio,3,7,93,1
Empleado 1493,logistica,senior,31,3,medio,10,14,68,0
Empleado 1494,reposicion,trainee,89,3,medio,10,12,71,0
Empleado 1495,reposicion,senior,94,4,alto,12,18,86,2
Empleado 1496,administracion,junior,72,3,medio,10,2,79,0
Empleado 1497,deposito,trainee,83,2,medio,12,19,70,0
Empleado 1498,reposicion,junior,32,4,medio,30,11,89,1
Empleado 1499,logistica,senior,84,2,medio,18,17,59,2
Empleado 1500,reposicion,junior,31,3,medio,2,10,66,0
Empleado 1501,caja,trainee,63,3,medio,15,9,62,0
Empleado 1502,deposito,junior,36,4,medio,26,15,97,0
Empleado 1503,deposito,junior,88,1,alto,6,4,80,1
Empleado 1504,reposicion,senior,46,4,alto,29,9,70,0
Empleado 1505,caja,trainee,56,2,medio,9,14,56,0
Empleado 1506,reposicion,senior,83,3,medio,7,0,83,1
Empleado 1507,atencion al cliente,junior,99,4,alto,28,10,53,0
Empleado 1508,administracion,trainee,65,2,medio,25,5,70,0
Empleado 1509,caja,senior,53,4,medio,26,15,90,0
Empleado 1510,administracion,senior,76,2,bajo,24,2,71,0
Empleado 1511,administracion,trainee,81,3,medio,18,3,76,0
Empleado 1512,deposito,trainee,67,1,alto,29,20,64,0
Empleado 1513,reposicion,junior,36,4,medio,20,8,91,1
Empleado 1514,ventas,junior,59,3,medio,17,10,93,1
Empleado 1515,logistica,junior,38,3,medio,4,1,43,0
Empleado 1516,reposicion,trainee,55,2,bajo,5,19,57,0
Empleado 1517,caja,senior,78,3,medio,10,6,98,2
Empleado 1518,administracion,trainee,38,3,medio,25,5,85,0
Empleado 1519,atencion al cliente,junior,45,5,alto,29,13,69,0
Empleado 1520,reposicion,junior,88,1,alto,25,7,100,2
Empleado 1521,administracion,senior,83,5,alto,28,17,83,2
Empleado 1522,reposicion,senior,34,5,bajo,15,14,72,0
Empleado 1523,ventas,senior,72,3,medio,12,8,58,0
Empleado 1524,ventas,junior,90,3,medio,25,16,58,2
Empleado 1525,ventas,senior,91,1,alto,12,1,87,2
Empleado 1526,administracion,junior,59,3,medio,14,6,97,0
Empleado 1527,administracion,senior,69,5,medio,19,12,86,1
Empleado 1528,logistica,junior,43,5,medio,7,8,61,0
Empleado 1529,administracion,trainee,66,2,alto,8,5,95,1
Empleado 1530,ventas,junior,61,1,medio,8,18,58,1
Empleado 1531,caja,senior,61,2,bajo,29,2,75,0
Empleado 1532,caja,trainee,94,5,medio,13,6,62,0
Empleado 1533,ventas,senior,56,4,alto,20,10,55,0
Empleado 1534,administracion,senior,75,2,alto,13,15,55,0
Empleado 1535,atencion al cliente,senior,94,2,medio,7,19,95,2
Empleado 1536,atencion al cliente,senior,75,5,medio,20,1,48,0
Empleado 1537,reposicion,junior,64,3,alto,12,1,98,0
Empleado 1538,reposicion,junior,86,3,medio,8,6,46,1
Empleado 1539,atencion al cliente,junior,51,2,medio,8,7,61,0
Empleado 1540,atencion al cliente,junior,92,5,medio,10,14,94,1
Empleado 1541,deposito,junior,83,3,alto,23,19,76,0
Empleado 1542,reposicion,junior,98,3,medio,28,5,59,0
Empleado 1543,logistica,trainee,73,4,medio,11,16,84,0
Empleado 1544,administracion,trainee,56,5,medio,8,15,49,0
Empleado 1545,administracion,senior,45,3,bajo,30,7,94,0
Empleado 1546,caja,trainee,36,5,medio,12,20,88,0
Empleado 1547,logistica,trainee,48,5,alto,11,9,90,0
Empleado 1548,logistica,junior,54,1,alto,15,0,65,0
Empleado 1549,deposito,trainee,66,1,medio,5,18,56,0
Empleado 1550,atencion al cliente,trainee,51,4,medio,18,5,49,0
Empleado 1551,reposicion,senior,59,3,bajo,9,3,77,0
Empleado 1552,ventas,senior,74,4,bajo,2,14,54,0
Empleado 1553,administracion,trainee,50,2,medio,27,9,71,0
Empleado 1554,reposicion,senior,45,1,alto,13,15,93,0
Empleado 1555,ventas,senior,30,1,alto,11,15,93,0
Empleado 1556,administracion,trainee,35,3,medio,29,4,56,0
Empleado 1557,deposito,junior,97,4,bajo,25,20,65,2
Empleado 1558,atencion al cliente,senior,70,5,medio,22,1,70,0
Empleado 1559,ventas,senior,45,3,alto,8,4,48,0
Empleado 1560,reposicion,senior,89,3,medio,9,17,83,2
Empleado 1561,logistica,trainee,75,5,medio,25,13,81,1
Empleado 1562,atencion al cliente,senior,52,4,medio,7,19,85,0
Empleado 1563,atencion al cliente,trainee,84,4,medio,9,18,69,0
Empleado 1564,atencion al cliente,junior,43,1,alto,20,17,72,0
Empleado 1565,deposito,junior,95,5,alto,5,1,45,0
Empleado 1566,administracion,junior,35,3,bajo,7,1,68,0
Empleado 1567,deposito,trainee,56,2,bajo,19,7,84,1
Empleado 1568,deposito,trainee,57,3,medio,14,12,60,0
Empleado 1569,reposicion,junior,86,3,medio,24,7,42,0
Empleado 1570,administracion,senior,44,4,medio,9,8,41,0
Empleado 1571,reposicion,senior,71,5,medio,7,6,86,1
Empleado 1572,deposito,junior,89,2,medio,8,1,95,1
Empleado 1573,administracion,junior,73,4,bajo,10,4,99,0
Empleado 1574,logistica,senior,86,2,alto,16,17,63,2
Empleado 1575,deposito,trainee,68,5,alto,16,11,65,0
Empleado 1576,logistica,junior,74,3,bajo,3,13,62,1
Empleado 1577,logistica,junior,88,1,alto,16,14,64,0
Empleado 1578,reposicion,senior,66,1,medio,21,4,65,0
Empleado 1579,caja,trainee,70,5,medio,18,14,58,0
Empleado 1580,administracion,junior,55,4,alto,3,10,52,0
Empleado 1581,ventas,senior,32,3,medio,19,16,99,2
Empleado 1582,administracion,senior,34,3,medio,24,13,75,0
Empleado 1583,atencion al cliente,trainee,87,1,alto,3,4,70,0
Empleado 1584,reposicion,junior,64,5,medio,24,19,41,0
Empleado 1585,deposito,trainee,60,2,alto,17,8,51,0
Empleado 1586,deposito,trainee,52,2,alto,12,10,69,0
Empleado 1587,logistica,junior,65,3,medio,25,18,98,2
Empleado 1588,ventas,senior,32,1,medio,5,15,44,0
Empleado 1589,caja,junior,99,2,alto,14,4,84,0
Empleado 1590,ventas,trainee,46,2,alto,13,10,80,0
Empleado 1591,reposicion,trainee,53,1,medio,22,1,40,0
Empleado 1592,reposicion,junior,41,2,alto,25,16,46,0
Empleado 1593,deposito,junior,58,1,medio,13,7,89,1
Empleado 1594,reposicion,senior,85,2,alto,13,8,40,0
Empleado 1595,reposicion,senior,94,2,medio,9,2,45,0
Empleado 1596,ventas,junior,60,2,alto,25,18,83,1
Empleado 1597,atencion al cliente,senior,66,3,alto,20,17,86,2
Empleado 1598,administracion,junior,97,2,medio,19,19,92,2
Empleado 1599,ventas,senior,62,3,medio,12,2,40,0
Empleado 1600,caja,senior,38,2,medio,8,19,61,0
Empleado 1601,logistica,senior,88,3,bajo,15,19,56,2
Empleado 1602,reposicion,senior,96,3,alto,15,15,40,2
Empleado 1603,administracion,junior,49,2,bajo,10,8,71,0
Empleado 1604,atencion al cliente,senior,93,5,alto,27,14,85,2
Empleado 1605,atencion al cliente,junior,73,2,bajo,7,7,73,1
Empleado 1606,reposicion,junior,52,1,medio,27,13,97,0
Empleado 1607,logistica,junior,75,3,medio,5,3,81,1
Empleado 1608,logistica,trainee,60,3,medio,12,12,70,0
Empleado 1609,logistica,junior,55,3,alto,26,9,64,0
Empleado 1610,caja,junior,62,3,medio,17,12,97,1
Empleado 1611,deposito,senior,44,4,bajo,15,3,73,0
Empleado 1612,ventas,senior,56,5,medio,12,1,84,0
Empleado 1613,deposito,senior,67,2,alto,7,18,78,0
Empleado 1614,ventas,junior,47,2,medio,7,2,50,0
Empleado 1615,logistica,trainee,82,3,bajo,5,12,95,1
Empleado 1616,logistica,junior,84,1,medio,26,8,59,1
Empleado 1617,caja,junior,99,2,alto,25,20,41,2
Empleado 1618,deposito,trainee,61,5,medio,2,14,78,0
Empleado 1619,caja,senior,97,4,alto,27,3,40,0
Empleado 1620,caja,trainee,50,4,alto,24,1,56,0
Empleado 1621,reposicion,senior,47,2,medio,11,6,49,0
Empleado 1622,reposicion,junior,55,2,alto,22,10,44,0
Empleado 1623,caja,junior,83,3,alto,18,19,86,1
Empleado 1624,deposito,junior,61,4,medio,29,15,48,1
Empleado 1625,ventas,senior,67,5,bajo,25,4,50,0
Empleado 1626,deposito,junior,76,3,medio,15,17,63,0
Empleado 1627,deposito,senior,78,4,alto,14,6,89,1
Empleado 1628,logistica,trainee,39,4,medio,21,8,68,0
Empleado 1629,atencion al cliente,trainee,92,3,medio,22,8,50,0
Empleado 1630,ventas,junior,98,5,alto,4,2,48,0
Empleado 1631,reposicion,junior,56,3,medio,6,9,58,0
Empleado 1632,ventas,trainee,72,4,bajo,2,16,40,0
Empleado 1633,logistica,senior,37,2,bajo,12,13,86,0
Empleado 1634,atencion al cliente,junior,67,5,medio,15,5,91,1
Empleado 1635,ventas,trainee,50,3,bajo,13,0,75,0
Empleado 1636,administracion,senior,81,3,medio,15,15,50,0
Empleado 1637,ventas,junior,79,5,medio,10,17,46,0
Empleado 1638,ventas,junior,61,3,medio,30,7,40,1
Empleado 1639,caja,senior,86,1,medio,4,12,67,0
Empleado 1640,atencion al cliente,trainee,46,2,medio,6,18,96,0
Empleado 1641,deposito,junior,66,2,medio,26,18,57,0
Empleado 1642,deposito,trainee,69,5,bajo,3,10,64,0
Empleado 1643,logistica,junior,88,3,alto,23,4,94,0
Empleado 1644,deposito,senior,53,1,alto,11,0,43,0
Empleado 1645,administracion,senior,33,1,medio,29,1,64,0
Empleado 1646,administracion,junior,77,2,medio,13,12,65,1
Empleado 1647,administracion,junior,67,4,alto,28,0,79,0
Empleado 1648,atencion al cliente,senior,67,2,medio,27,2,68,0
Empleado 1649,administracion,junior,55,3,medio,22,0,91,0
Empleado 1650,logistica,trainee,83,5,medio,16,19,86,0
Empleado 1651,deposito,trainee,41,1,medio,7,6,87,0
Empleado 1652,administracion,senior,95,1,alto,4,8,91,1
Empleado 1653,reposicion,senior,60,3,medio,30,19,93,2
Empleado 1654,administracion,trainee,76,3,bajo,14,15,59,0
Empleado 1655,reposicion,senior,40,2,medio,25,18,59,0
Empleado 1656,atencion al cliente,junior,39,4,medio,26,18,77,0
Empleado 1657,atencion al cliente,senior,72,3,alto,10,18,90,2
Empleado 1658,caja,senior,33,1,bajo,20,11,57,0
Empleado 1659,administracion,junior,95,2,bajo,13,2,83,0
Empleado 1660,administracion,trainee,37,1,bajo,4,10,67,0
Empleado 1661,ventas,senior,92,5,medio,8,10,60,0
Empleado 1662,ventas,senior,63,5,alto,16,18,88,2
Empleado 1663,atencion al cliente,senior,81,1,alto,24,12,96,2
Empleado 1664,ventas,senior,58,4,bajo,14,15,55,0
Empleado 1665,atencion al cliente,senior,87,4,alto,5,16,62,2
Empleado 1666,deposito,senior,82,4,medio,20,20,79,2
Empleado 1667,administracion,junior,30,3,alto,8,4,90,0
Empleado 1668,reposicion,junior,60,1,medio,26,9,44,1
Empleado 1669,ventas,junior,36,5,alto,8,20,90,1
Empleado 1670,deposito,senior,95,2,alto,26,7,69,2
Empleado 1671,deposito,trainee,36,3,medio,4,13,62,0
Empleado 1672,ventas,senior,77,2,alto,9,5,62,0
Empleado 1673,logistica,junior,36,1,medio,23,18,68,0
Empleado 1674,logistica,trainee,30,4,medio,4,2,58,0
Empleado 1675,caja,junior,81,3,medio,18,2,48,0
Empleado 1676,caja,junior,68,1,alto,26,5,81,1
Empleado 1677,administracion,trainee,72,4,bajo,6,17,40,0
Empleado 1678,administracion,senior,94,2,medio,7,1,95,0
Empleado 1679,logistica,trainee,49,4,alto,17,1,100,0
Empleado 1680,logistica,senior,84,3,medio,25,18,63,2
Empleado 1681,reposicion,junior,42,3,alto,3,2,87,0
Empleado 1682,reposicion,junior,89,1,medio,19,16,69,2
Empleado 1683,caja,senior,82,3,medio,2,9,57,0
Empleado 1684,logistica,junior,96,1,bajo,8,9,66,1
Empleado 1685,caja,junior,34,5,bajo,26,7,59,0
Empleado 1686,logistica,trainee,85,5,alto,18,13,65,0
Empleado 1687,logistica,trainee,49,1,bajo,24,3,74,0
Empleado 1688,caja,trainee,43,1,medio,22,2,65,0
Empleado 1689,atencion al cliente,trainee,57,2,bajo,27,10,93,0
Empleado 1690,reposicion,junior,53,3,bajo,2,10,64,0
Empleado 1691,logistica,senior,59,5,bajo,12,15,49,0
Empleado 1692,caja,trainee,78,3,bajo,23,8,40,0
Empleado 1693,logistica,trainee,71,3,alto,17,8,99,0
Empleado 1694,caja,senior,79,4,medio,28,6,80,1
Empleado 1695,ventas,junior,88,5,alto,26,20,92,2
Empleado 1696,reposicion,junior,40,1,medio,14,11,53,0
Empleado 1697,atencion al cliente,senior,54,2,alto,26,18,84,2
Empleado 1698,logistica,trainee,81,4,bajo,16,12,40,0
Empleado 1699,administracion,trainee,91,5,alto,30,6,64,0
Empleado 1700,caja,junior,88,2,medio,9,15,55,0
Empleado 1701,ventas,senior,82,1,alto,18,5,43,0
Empleado 1702,ventas,trainee,59,5,medio,25,7,67,0
Empleado 1703,caja,senior,91,4,medio,7,10,64,0
Empleado 1704,ventas,senior,84,2,medio,12,20,85,2
Empleado 1705,deposito,trainee,40,5,alto,5,16,54,0
Empleado 1706,caja,trainee,36,2,medio,19,7,53,0
Empleado 1707,deposito,senior,47,2,medio,26,6,43,0
Empleado 1708,caja,trainee,41,3,alto,13,12,74,0
Empleado 1709,deposito,trainee,54,5,alto,25,3,52,0
Empleado 1710,atencion al cliente,junior,34,1,medio,13,1,72,0
Empleado 1711,deposito,senior,70,1,alto,25,3,42,0
Empleado 1712,administracion,senior,91,1,bajo,5,16,76,2
Empleado 1713,deposito,trainee,73,4,alto,25,6,45,0
Empleado 1714,administracion,junior,79,3,bajo,6,18,60,1
Empleado 1715,logistica,senior,45,4,medio,25,5,96,2
Empleado 1716,administracion,trainee,93,2,bajo,18,9,91,0
Empleado 1717,atencion al cliente,trainee,70,2,alto,21,0,93,0
Empleado 1718,reposicion,junior,94,4,alto,21,4,97,2
Empleado 1719,reposicion,senior,38,4,medio,16,6,67,0
Empleado 1720,administracion,junior,75,2,medio,20,13,73,1
Empleado 1721,caja,senior,98,5,medio,21,15,81,2
Empleado 1722,ventas,junior,88,2,medio,27,6,53,0
Empleado 1723,reposicion,senior,58,3,medio,14,14,46,0
Empleado 1724,administracion,junior,67,5,medio,22,8,88,1
Empleado 1725,reposicion,junior,68,3,alto,22,6,51,1
Empleado 1726,deposito,junior,47,3,medio,30,7,95,1
Empleado 1727,deposito,senior,75,3,medio,7,3,59,0
Empleado 1728,ventas,trainee,42,4,medio,13,17,76,0
Empleado 1729,ventas,trainee,57,5,medio,21,19,43,0
Empleado 1730,caja,junior,83,4,alto,2,15,46,0
Empleado 1731,logistica,junior,38,5,medio,24,1,87,0
Empleado 1732,reposicion,junior,90,5,medio,16,12,50,0
Empleado 1733,logistica,trainee,99,3,alto,22,5,46,0
Empleado 1734,reposicion,senior,76,4,alto,11,13,70,0
Empleado 1735,caja,trainee,34,1,medio,15,14,79,0
Empleado 1736,reposicion,trainee,56,2,bajo,20,6,56,0
Empleado 1737,deposito,junior,46,3,alto,20,12,63,0
Empleado 1738,deposito,junior,99,2,medio,28,11,60,0
Empleado 1739,caja,trainee,32,4,medio,22,5,69,0
Empleado 1740,deposito,junior,70,4,medio,25,9,60,1
Empleado 1741,atencion al cliente,trainee,34,1,alto,3,18,84,0
Empleado 1742,reposicion,trainee,59,2,medio,10,0,83,0
Empleado 1743,atencion al cliente,trainee,99,1,alto,20,11,93,0
Empleado 1744,atencion al cliente,junior,30,2,medio,25,3,98,0
Empleado 1745,reposicion,trainee,42,5,bajo,22,5,97,0
Empleado 1746,ventas,trainee,83,1,alto,25,6,52,0
Empleado 1747,reposicion,trainee,61,5,bajo,21,5,87,1
Empleado 1748,ventas,trainee,68,2,alto,22,2,68,0
Empleado 1749,ventas,junior,38,1,bajo,22,15,76,0
Empleado 1750,logistica,junior,55,5,medio,30,12,96,0
Empleado 1751,reposicion,trainee,57,2,medio,23,12,93,0
Empleado 1752,logistica,senior,70,1,bajo,8,13,76,1
Empleado 1753,atencion al cliente,junior,46,1,alto,4,19,65,0
Empleado 1754,atencion al cliente,trainee,84,5,medio,27,16,51,0
Empleado 1755,caja,junior,54,2,medio,13,6,75,0
Empleado 1756,atencion al cliente,senior,56,1,medio,12,20,96,2
Empleado 1757,deposito,trainee,52,3,medio,12,16,54,0
Empleado 1758,atencion al cliente,junior,83,2,medio,6,9,73,1
Empleado 1759,administracion,senior,69,1,medio,5,14,41,1
Empleado 1760,atencion al cliente,trainee,88,2,medio,27,18,79,0
Empleado 1761,caja,junior,71,5,alto,9,5,89,1
Empleado 1762,deposito,trainee,52,5,medio,20,2,54,0
Empleado 1763,caja,senior,41,1,alto,19,4,67,0
Empleado 1764,atencion al cliente,junior,59,5,bajo,18,0,95,0
Empleado 1765,deposito,trainee,87,2,bajo,16,1,81,0
Empleado 1766,caja,trainee,70,1,bajo,2,3,59,0
Empleado 1767,deposito,trainee,66,5,bajo,15,7,41,0
Empleado 1768,deposito,junior,58,5,medio,12,3,74,0
Empleado 1769,administracion,trainee,97,3,alto,11,14,71,0
Empleado 1770,reposicion,junior,44,1,medio,30,10,82,1
Empleado 1771,reposicion,trainee,57,4,bajo,7,17,41,0
Empleado 1772,atencion al cliente,trainee,76,3,medio,16,9,96,0
Empleado 1773,logistica,junior,60,4,alto,24,14,41,1
Empleado 1774,reposicion,trainee,81,1,alto,7,5,55,0
Empleado 1775,caja,junior,46,4,bajo,7,19,81,1
Empleado 1776,atencion al cliente,trainee,96,3,alto,13,4,85,0
Empleado 1777,atencion al cliente,junior,60,3,alto,18,11,59,1
Empleado 1778,deposito,junior,32,5,alto,24,19,100,2
Empleado 1779,caja,trainee,41,4,alto,25,0,62,0
Empleado 1780,caja,trainee,79,3,alto,8,17,92,1
Empleado 1781,administracion,junior,75,2,alto,27,6,41,1
Empleado 1782,atencion al cliente,junior,36,2,alto,7,7,69,0
Empleado 1783,deposito,senior,42,3,medio,21,2,61,0
Empleado 1784,ventas,trainee,73,1,alto,26,14,80,1
Empleado 1785,logistica,senior,88,2,medio,27,17,51,2
Empleado 1786,deposito,trainee,39,3,medio,7,3,52,0
Empleado 1787,ventas,senior,76,2,bajo,4,7,65,1
Empleado 1788,reposicion,senior,66,3,bajo,23,3,45,0
Empleado 1789,ventas,junior,32,2,alto,26,4,85,0
Empleado 1790,ventas,senior,58,1,medio,29,14,67,0
Empleado 1791,reposicion,junior,57,1,bajo,16,3,45,0
Empleado 1792,atencion al cliente,senior,58,5,bajo,16,11,58,0
Empleado 1793,ventas,junior,80,2,alto,16,1,65,0
Empleado 1794,caja,senior,74,2,alto,30,16,66,2
Empleado 1795,logistica,senior,43,5,medio,14,0,58,0
Empleado 1796,ventas,junior,47,3,medio,7,8,84,1
Empleado 1797,caja,senior,44,5,medio,23,19,54,0
Empleado 1798,atencion al cliente,senior,51,5,medio,28,11,85,0
Empleado 1799,caja,junior,62,1,medio,9,20,47,0
Empleado 1800,caja,junior,88,2,alto,2,0,100,0
Empleado 1801,reposicion,senior,54,4,medio,15,13,42,0
Empleado 1802,administracion,junior,45,2,medio,5,6,71,0
Empleado 1803,atencion al cliente,junior,83,5,alto,27,6,58,1
Empleado 1804,atencion al cliente,junior,50,1,medio,21,11,59,0
Empleado 1805,atencion al cliente,senior,37,2,medio,14,4,40,0
Empleado 1806,reposicion,junior,34,2,medio,27,10,96,0
Empleado 1807,deposito,trainee,37,4,medio,8,18,51,0
Empleado 1808,atencion al cliente,trainee,83,3,medio,3,20,72,0
Empleado 1809,caja,junior,56,2,medio,7,8,46,0
Empleado 1810,ventas,trainee,58,1,medio,3,2,94,0
Empleado 1811,logistica,junior,93,4,medio,16,13,61,0
Empleado 1812,administracion,trainee,91,4,medio,21,4,41,0
Empleado 1813,logistica,junior,40,5,medio,11,2,68,0
Empleado 1814,ventas,senior,90,2,alto,27,14,53,2
Empleado 1815,reposicion,junior,32,3,medio,25,20,70,0
Empleado 1816,administracion,trainee,99,2,alto,30,17,43,0
Empleado 1817,ventas,trainee,45,4,alto,20,1,76,0
Empleado 1818,deposito,junior,81,2,medio,6,0,48,0
Empleado 1819,deposito,senior,96,1,alto,9,16,63,2
Empleado 1820,logistica,junior,64,4,medio,16,9,87,1
Empleado 1821,logistica,senior,74,5,medio,16,14,52,0
